id,name,operator,county,type,sqft,sqft_imputed,sqft_est,energy_mwh_yr_low,energy_mwh_yr_mid,energy_mwh_yr_high,water_gal_yr_low,water_gal_yr_mid,water_gal_yr_high,lat,lon
531709017,AT&T Center,American Telephone & Telegraph,San Diego County,building,88910.0,False,88910.0,62308.128,93462.192,155770.32,12345047.092512,44442169.5330432,98760376.740096,32.74757512655355,-117.15894804229632
600806974,Equinix SV10,Equinix,Santa Clara County,building,86340.0,False,86340.0,60507.072,90760.608,151267.68,11988205.668288,43157540.405836806,95905645.346304,37.241198528847725,-121.78476265158876
441502816,Lumen Technologies,,Orange County,building,85658.0,False,85658.0,60029.1264,90043.6896,150072.816,11893510.7845056,42816638.824220166,95148086.2760448,33.716777907497594,-117.80580094927475
460159928,Csquare SFO1,Csquare,Santa Clara County,building,83921.0,False,83921.0,58811.8368,88217.7552,147029.592,11652330.413347201,41948389.488049924,93218643.30677761,37.37043804478318,-121.96982954691394
31800424,LightEdge SAN1,,San Diego County,building,83576.0,False,83576.0,58570.0608,87855.0912,146425.152,11604427.5762432,41775939.27447552,92835420.6099456,32.827865524456854,-117.12993394622256
37947314,Equinix Santa Clara SV2,Equinix,Santa Clara County,building,81106.0,False,81106.0,56839.0848,85258.6272,142097.712,11261471.0323392,40541295.71642113,90091768.2587136,37.378433690080165,-121.95499188020412
40608200,Cologix Santa Clara SV1 Data Center,Cologix,Santa Clara County,building,80686.0,False,80686.0,56544.7488,84817.1232,141361.872,11203154.534995202,40331356.32598273,89625236.27996162,37.36533280955109,-121.9617004216462
1460847458,EdgeCore Silicon Valley,,Santa Clara County,building,80443.0,False,80443.0,56374.4544,84561.6816,140936.136,11169414.2758176,40209891.39294336,89355314.2065408,37.38371826652648,-121.96538823847324
553223628,Stack Infrastructure,Stack Infrastructure,Santa Clara County,building,78105.0,False,78105.0,54735.984,82103.976,136839.96,10844785.773936002,39041228.7861696,86758286.19148801,37.40255873642884,-121.89338203369856
37877544,Lumen Sunnyvale 1,Lumen Technologies,Santa Clara County,building,77132.0,False,77132.0,54054.1056,81081.1584,135135.264,10709685.888422402,38554869.19832064,85677487.10737921,37.37343914789955,-121.98781298697564
1227604493,Equinix SV11,Equinix,Santa Clara County,building,76977.0,False,76977.0,53945.4816,80918.2224,134863.704,10688164.323926402,38477391.56613505,85505314.59141122,37.24260507449007,-121.7839986384854
460159955,,Vantage,Santa Clara County,building,75686.0,False,75686.0,53040.7488,79561.1232,132601.872,10508910.518995201,37832077.86838273,84071284.15196161,37.371778697164096,-121.97250520730036
460159925,,NTT Limited,Santa Clara County,building,75249.0,False,75249.0,52734.4992,79101.7488,131836.248,10448233.5919968,37613640.93118849,83585868.7359744,37.40390424000007,-121.88929689106432
424945736,,Centurylink,Los Angeles County,building,71500.0,False,71500.0,50107.2,75160.8,125268.0,9927689.4288,35739681.94368,79421515.4304,33.91772905166227,-118.38631267027328
271893323,Csquare SFO3,Csquare,Santa Clara County,building,71209.0,False,71209.0,49903.2672,74854.9008,124758.168,9887284.4270688,35594223.93744768,79098275.4165504,37.372103697929965,-121.98603139645
428021796,DRT LAX10,,Los Angeles County,building,66979.0,False,66979.0,46938.8832,70408.3248,117347.208,9299953.9895328,33479834.362318084,74399631.9162624,34.04732574551566,-118.25751427697324
384310259,XO Fremont,XO,Alameda County,building,65815.0,False,65815.0,46123.152,69184.728,115307.88,9138333.982608,32898002.337388802,73106671.860864,37.47533720746737,-121.92211346250495
37947313,OpenColo,,Santa Clara County,building,65471.0,False,65471.0,45882.0768,68823.1152,114705.192,9090569.994307201,32726051.979505926,72724559.95445761,37.37881629201175,-121.95593725165452
8477460442,Digital West Data Center,,San Luis Obispo County,point,,True,63268.0,44338.2144,66507.3216,110845.536,8784686.0808576,31624869.89108736,70277488.6468608,35.25531619999998,-120.64151280000002
8238715061,STACK Infrastructure,"Stack Infrastructure, Incorporated",Santa Clara County,point,,True,63268.0,44338.2144,66507.3216,110845.536,8784686.0808576,31624869.89108736,70277488.6468608,37.40263410000001,-121.891057
10880725408,e360,,Contra Costa County,point,,True,63268.0,44338.2144,66507.3216,110845.536,8784686.0808576,31624869.89108736,70277488.6468608,37.971080899999976,-122.0437382
12437277166,Prime Santa Clara,Prime,Santa Clara County,point,,True,63268.0,44338.2144,66507.3216,110845.536,8784686.0808576,31624869.89108736,70277488.6468608,37.3666621,-121.9628653
8897151054,San Jose Colocation Center,CoreSite,Santa Clara County,point,,True,63268.0,44338.2144,66507.3216,110845.536,8784686.0808576,31624869.89108736,70277488.6468608,37.3341181,-121.891646
8238715059,STACK Infrastructure,"Stack Infrastructure, Incorporated",Santa Clara County,point,,True,63268.0,44338.2144,66507.3216,110845.536,8784686.0808576,31624869.89108736,70277488.6468608,37.402744900000016,-121.891051
10780794741,,Ntirety,San Francisco County,point,,True,63268.0,44338.2144,66507.3216,110845.536,8784686.0808576,31624869.89108736,70277488.6468608,37.7796531,-122.3940005
5146323411,Open Computing Facility,,Alameda County,point,,True,63268.0,44338.2144,66507.3216,110845.536,8784686.0808576,31624869.89108736,70277488.6468608,37.86985210000005,-122.25982310000002
11924506303,IT,,Riverside County,point,,True,63268.0,44338.2144,66507.3216,110845.536,8784686.0808576,31624869.89108736,70277488.6468608,33.910289899999995,-117.5030207
12550746951,"Forescout Technologies, Inc.",,Santa Clara County,point,,True,63268.0,44338.2144,66507.3216,110845.536,8784686.0808576,31624869.89108736,70277488.6468608,37.322867500000015,-121.9474176
2607827436,SDSU Computer Room,,San Diego County,point,,True,63268.0,44338.2144,66507.3216,110845.536,8784686.0808576,31624869.89108736,70277488.6468608,32.77502519999998,-117.070888
13042311881,CoreSite - LA2,CoreSite,Los Angeles County,point,,True,63268.0,44338.2144,66507.3216,110845.536,8784686.0808576,31624869.89108736,70277488.6468608,34.0584789,-118.23591439999998
54173753,CoreSite SV6,CoreSite,Santa Clara County,building,61065.0,False,61065.0,42794.352,64191.528,106985.88,8478802.167408,30523687.802668802,67830417.339264,37.37630188023717,-121.9720837997304
1160688107,CoreSite SV7,CoreSite,Santa Clara County,building,60989.0,False,60989.0,42741.0912,64111.6368,106852.728,8468249.6583648,30485698.770113282,67745997.2669184,37.37607876788322,-121.97305665064762
54383197,CoreSite SV9,CoreSite,Santa Clara County,building,60403.0,False,60403.0,42330.4224,63495.6336,105826.056,8386884.259689601,30192783.334882565,67095074.07751681,37.37555851580601,-121.9696099700251
54173383,CoreSite SV3,CoreSite,Santa Clara County,building,57809.0,False,57809.0,40512.5472,60768.8208,101281.368,8026710.464188801,28896157.671079684,64213683.71351041,37.37514209318246,-121.9717093732258
224174031,SV Colo,SV Colo,Santa Clara County,building,57709.0,False,57709.0,40442.4672,60663.7008,101106.168,8012825.5838688,28846172.101927683,64102604.6709504,37.36431021578032,-121.9587992678193
209073641,Digital Realty Silicon Valley SJC10,Digital Realty,Santa Clara County,building,57051.0,False,57051.0,39981.3408,59972.0112,99953.352,7921463.071363201,28517267.056907523,63371704.57090561,37.37582290579368,-121.95333535904548
780063735,PG&E Datacenter,,Solano County,building,55270.0,False,55270.0,38733.216,58099.824,96833.04,7674173.352864001,27627024.070310403,61393386.82291201,38.24625878204932,-122.06720998673867
205846843,CoreSite SV4,CoreSite,Santa Clara County,building,51928.0,False,51928.0,36391.1424,54586.7136,90977.856,7210140.6525696,25956506.349250562,57681125.2205568,37.37626310504029,-121.97068417339612
209117217,Evocative Santa Clara SJC11,,Santa Clara County,building,51418.0,False,51418.0,36033.7344,54050.6016,90084.336,7139327.762937601,25701579.946575366,57114622.103500806,37.389539602058925,-121.9619460438575
54383196,CoreSite SV5,CoreSite,Santa Clara County,building,50856.0,False,50856.0,35639.8848,53459.8272,89099.712,7061294.735539201,25420661.047941122,56490357.884313606,37.37519609854625,-121.97068979280724
209073647,Digital Realty Silicon Valley SJC30,Digital Realty,Santa Clara County,building,48539.0,False,48539.0,34016.1312,51024.1968,85040.328,6739582.0585248,24262495.41068928,53916656.4681984,37.37828897395487,-121.95810528697965
224139416,Dell 350 Holger Way,,Santa Clara County,building,45282.0,False,45282.0,31733.6256,47600.4384,79334.064,6287351.5065024,22634465.423408642,50298812.0520192,37.418407037850685,-121.9430846177997
209076412,Digital Realty Silicon Valley SJC11,Digital Realty,Santa Clara County,building,44027.0,False,44027.0,30854.1216,46281.1824,77135.304,6113096.2584864,22007146.53055104,48904770.0678912,37.3763410080539,-121.94853104740696
428021816,One Wilshire,,Los Angeles County,building,43850.0,False,43850.0,30730.08,46095.12,76825.2,6088520.02032,21918672.073152002,48708160.16256,34.04789230531704,-118.25554585155656
460212563,,Centurylink,Los Angeles County,building,43140.0,False,43140.0,30232.512,45348.768,75581.28,5989937.3700480005,21563774.532172803,47919498.960384004,34.19986910792885,-118.34378887471212
209073653,Digital Realty Silicon Valley SJC16,Digital Realty,Santa Clara County,building,42504.0,False,42504.0,29786.8032,44680.2048,74467.008,5901629.5312128,21245866.312366083,47213036.2497024,37.374929097082685,-121.9559861698452
205823971,Equinix SV17,Equinix,Santa Clara County,building,42360.0,False,42360.0,29685.888,44528.832,74214.72,5881635.303552001,21173887.092787202,47053082.428416006,37.37652899594956,-121.98858391314208
54173755,CoreSite SV8,CoreSite,Santa Clara County,building,41609.0,False,41609.0,29159.5872,43739.3808,72898.968,5777359.8523488,20798495.46845568,46218878.8187904,37.37738265750685,-121.9718400510976
